title,logo,company_name,location,remote_status,min_salary,max_salary,salary_details,salary_text,website,tags,url,added_date,elapsed_days,application_status,application_date,feedback_received,feedback_date,time_until_feedback,notes,personal_rating
Analityk Danych / Inżynier Danych,https://cdn.solid.jobs/companies/logos/ce261fb3f9bf4af6951fd0e2f55e3aca.jpg,KLG Solutions,"Domaniewska, Warszawa",Remote,,,,,solid.jobs,SQL | SAS 4GL | SAS Enterprise Guide | Python | Analysis Services,https://solid.jobs/offer/20517/klg-solutions-analityk-danych-inzynier-danych,2024-09-23 00:00:00,,,,,,,,
Data & BI Engineer,https://cdn.solid.jobs/companies/logos/7a2d80c7dc744360a50b8b87a9ee15ea.png,Centrum Respo,Warszawa,Remote,,,,,solid.jobs,Tableau | SQL | Python,https://solid.jobs/offer/20512/centrum-respo-data--bi-engineer,2024-09-23 00:00:00,,,,,,,,
Data Engineer (Python),https://cdn.solid.jobs/companies/logos/2998c4155de44fe1913d8a90009eed11,GR8 Solutions,Warszawa,Remote,,,,,solid.jobs,Python | OOP | SQL | Databricks | Redshift | PySpark,https://solid.jobs/offer/20500/gr8-solutions-data-engineer-python,2024-09-23 00:00:00,,,,,,,,
Data Engineer,https://cdn.solid.jobs/companies/logos/5e238d030c5d4662a9f66a252e8ac85a.png,ITP IT Performance,Warszawa,Remote,,,,,solid.jobs,Python | SQL | Data warehouse | ETL | Cloud | BI | CI/CD,https://solid.jobs/offer/20386/itp-it-performance-data-engineer,2024-09-23 00:00:00,,,,,,,,
Master Data Management Engineer,https://cdn.solid.jobs/companies/logos/5c4f637c90734bb3861b9439e3a11fa2.png,Scalo,Wrocław,Remote,,,,,solid.jobs,Informatica | ETL | SQL,https://solid.jobs/offer/20379/scalo-master-data-management-engineer,2024-09-23 00:00:00,,,,,,,,
Data Engineer,https://cdn.solid.jobs/companies/logos/f6fbbf9d24344a98bcd392da9b62840b.png,ITFS,Warszawa,Remote,,,,,solid.jobs,Scala | Python | Java | NoSQL | SQL | Azure Databricks | Azure Data Factory,https://solid.jobs/offer/20367/itfs-data-engineer,2024-09-23 00:00:00,,,,,,,,
Data Developer,https://cdn.solid.jobs/companies/logos/62ac4f9483954dd1b6f89a4114e8f807,Randlab Software,Warszawa,Remote,,,,,solid.jobs,Snowflake | SQL | Python | Airflow | AWS | GitLab,https://solid.jobs/offer/20462/randlab-software-data-developer,2024-09-23 00:00:00,,,,,,,,
Data Engineer,https://cdn.solid.jobs/companies/logos/41a3b76d499e4e208bb9b4a866adebe2.jfif,Sigli,Warszawa,Remote,,,,,solid.jobs,Azure Synapse Analytics | Azure Databricks | Data Factory | Python | Azure | DevOps,https://solid.jobs/offer/19907/sigli-data-engineer,2024-09-23 00:00:00,,,,,,,,
Data Engineer,https://cdn.solid.jobs/companies/logos/a9fcbd2cb8e9485093a66697163a6ee4.png,ITP IT Performance,Warszawa,Remote,,,,,solid.jobs,Python | pandas | NumPy | SQL | AWS | REST | SOAP | Tableau | Talend,https://solid.jobs/offer/19869/itp-it-performance-data-engineer,2024-09-23 00:00:00,,,,,,,,
LLM Engineer,https://cdn.solid.jobs/companies/logos/4a81cd77be8647839782a4b97c0b560d.png,Sigmoidal,Wrocław,Remote,,,,,solid.jobs,PyTorch | LLM | RAG | Vector Database | Fast API | Python | Snowflake | Docker,https://solid.jobs/offer/20260/sigmoidal-llm-engineer,2024-09-23 00:00:00,,,,,,,,
Data Engineer,https://cdn.solid.jobs/companies/logos/c14c6c63556940e092f4d83c36edee9f.png,ITFS,Warszawa,Remote,,,,,solid.jobs,Databricks | Spark | SQL,https://solid.jobs/offer/20258/itfs-data-engineer,2024-09-23 00:00:00,,,,,,,,
Snowflake Developer,https://cdn.solid.jobs/companies/logos/3ea8247511104054bb06456b672b9970.png,ITP IT Performance,Warszawa,Remote,,,,,solid.jobs,Snowflake | SQL | ETL | Cloud,https://solid.jobs/offer/19371/itp-it-performance-snowflake-developer,2024-09-23 00:00:00,,,,,,,,
Data Engineer (GCP),https://cdn.solid.jobs/companies/logos/34dd552c7652482497bc76d7b932384d.png,ITFS,Warszawa,Remote,,,,,solid.jobs,GCP | Python,https://solid.jobs/offer/19359/itfs-data-engineer-gcp,2024-09-23 00:00:00,,,,,,,,
Kafka Data Engineer,https://cdn.solid.jobs/companies/logos/dfb9fff7b9e045d9a414108b1789f531,emagine,Warszawa,Remote,,,,,solid.jobs,Python | Java | Big Data | Kafka,https://solid.jobs/offer/19358/emagine-kafka-data-engineer,2024-09-23 00:00:00,,,,,,,,
Data Engineer with Snowflake,https://cdn.solid.jobs/companies/logos/19b69df515cb4bc9bf054c6edea6b9b8.png,ITP IT Performance,Warszawa,Remote,,,,,solid.jobs,Snowflake | DBT | SQL | Python | CI/CD | ETL,https://solid.jobs/offer/20236/itp-it-performance-data-engineer-with-snowflake,2024-09-23 00:00:00,,,,,,,,
Moogsoft AI Platform Engineer,https://cdn.solid.jobs/companies/logos/7545ec7fb933462887c92d5daad18473.png,ITFS,Warszawa,Remote,,,,,solid.jobs,Moogsoft | Grafana,https://solid.jobs/offer/18777/itfs-moogsoft-ai-platform-engineer,2024-09-23 00:00:00,,,,,,,,
MLOps AWS Engineer,https://cdn.solid.jobs/companies/logos/13f5ea03f5944cb99af6087f1efc18bb.png,ITP IT Performance,Warszawa,Remote,,,,,solid.jobs,Python | Kubernetes | AWS S3 | AWS | ML | Data science,https://solid.jobs/offer/19311/itp-it-performance-mlops-aws-engineer,2024-09-23 00:00:00,,,,,,,,
MLOps Data Engineer,https://cdn.solid.jobs/companies/logos/1f6ae9f086ad41619b70f630acfd9c2b.png,ITP IT Performance,Warszawa,Remote,,,,,solid.jobs,ML | Data science | Python | CI/CD,https://solid.jobs/offer/19308/itp-it-performance-mlops-data-engineer,2024-09-23 00:00:00,,,,,,,,
Informatica PowerCenter Developer (Data Quality),https://cdn.solid.jobs/companies/logos/895227af0acb4d94828989dd7cbb6aca,1dea,Warszawa,Remote,,,,,solid.jobs,Informatica | Cloud Data Quality | Data Quality | IICS | SAP Data,https://solid.jobs/offer/19287/1dea-informatica-powercenter-developer-data-quality,2024-09-23 00:00:00,,,,,,,,
AI Engineer,https://cdn.solid.jobs/companies/logos/3630a2a473374f5bb9eedde060929972.png,LynxByte,Rzeszów,Remote,,,,,solid.jobs,Python | LLM | Huggingface | LangChain | Fast API | Flask | SQL | LLMOPS | Git | Docker | ML,https://solid.jobs/offer/20160/lynxbyte-ai-engineer,2024-09-23 00:00:00,,,,,,,,
Data Scientist,https://cdn.solid.jobs/companies/logos/dccb10744f9b4424b29121b100913e8b.png,LynxByte,Rzeszów,Remote,,,,,solid.jobs,Python | NumPy | pandas | Git | ML | AI | SQL | MLOPS,https://solid.jobs/offer/20159/lynxbyte-data-scientist,2024-09-23 00:00:00,,,,,,,,
Data Engineer,https://cdn.solid.jobs/companies/logos/44f705c8aff94ef688b08eedd447091a.jpg,H2B Group,Gdańsk,Remote,,,,,solid.jobs,Python | Java | Scala | SQL,https://solid.jobs/offer/20133/h2b-group-data-engineer,2024-09-23 00:00:00,,,,,,,,
Data Engineer,https://cdn.solid.jobs/companies/logos/22453ed22f5f489482ea9d18fceeac67.png,ITFS,Warszawa,Remote,,,,,solid.jobs,R | Python | SQL | OMOP,https://solid.jobs/offer/20116/itfs-data-engineer,2024-09-23 00:00:00,,,,,,,,
